hour,weekday,month,is_weekend,is_rush_hour,rain_mm_per_hr,temperature_c,aqi,wind_kmh,visibility_m,zone_flood_risk,congestion,traffic_delay_min,road_closure,driver_speed,hist_avg_speed,speed_deviation,distance_remaining,risk_score,delay_level,parametric_trigger,income_loss_pct
18,2,1,0,1,1.07,26.8,99,1.4,10000.0,0.82,2,30,0,3.0,23.1,0.871,4.61,43.8,1,0,0.37
18,4,12,0,1,25.1,28.9,89,22.7,6980.0,0.9,2,27,0,21.7,22.9,0.052,0.38,79.79,2,0,0.725
17,2,10,0,1,53.49,29.7,71,14.6,3730.0,0.4,3,41,0,0.0,23.7,0.999,0.76,97.75,3,1,0.882
15,1,8,0,0,43.54,31.9,65,16.9,5420.0,0.8,1,15,0,9.3,20.2,0.54,2.52,69.67,2,1,0.584
15,1,6,0,0,19.62,38.8,68,5.9,6652.0,0.48,1,13,0,7.7,17.4,0.559,4.1,54.98,1,0,0.42
22,4,7,0,0,37.16,33.6,63,14.0,6373.0,0.75,1,16,0,7.2,29.7,0.759,1.95,65.41,2,1,0.6
18,3,5,0,1,4.84,38.9,185,18.4,9817.0,0.78,1,17,0,17.7,24.8,0.288,0.55,43.7,1,0,0.336
17,1,9,0,1,14.58,29.2,66,17.8,7426.0,0.5,1,15,0,25.9,21.6,0.194,2.88,39.83,0,0,0.349
7,3,2,0,1,1.61,29.5,102,7.4,9178.0,0.5,1,15,0,26.8,22.9,0.17,0.73,22.14,0,0,0.27
22,1,9,0,0,32.36,30.3,20,7.2,5963.0,0.78,1,14,0,12.0,19.4,0.382,4.83,59.65,1,0,0.47
13,4,5,0,1,13.43,35.1,107,15.9,9229.0,0.5,1,14,0,23.8,22.4,0.06,2.99,41.15,1,0,0.366
21,0,1,0,0,3.76,28.6,89,56.5,9433.0,0.72,0,1,0,17.6,12.1,0.452,13.37,23.93,0,0,0.249
17,0,8,0,1,35.72,30.9,85,11.6,5482.0,0.5,2,24,0,14.5,21.4,0.322,2.85,66.81,2,1,0.599
1,3,8,0,0,38.9,31.5,85,45.0,6184.0,0.9,1,13,0,3.3,21.2,0.846,5.4,76.81,2,1,0.586
14,4,6,0,1,1.26,35.7,100,21.8,10000.0,0.75,1,20,0,25.1,20.8,0.207,1.01,30.36,0,0,0.205
20,0,2,0,1,0.0,24.3,74,49.8,9292.0,0.4,2,32,0,13.2,17.8,0.26,1.29,40.53,1,0,0.351
2,3,11,0,0,79.35,26.6,103,33.2,691.0,0.65,3,38,0,0.0,25.7,1.0,5.23,98.84,3,1,0.783
20,1,9,0,1,13.56,33.3,62,6.2,8492.0,0.44,1,17,0,18.5,18.5,0.003,1.68,32.15,0,0,0.224
16,1,2,0,0,0.0,28.4,104,3.8,9558.0,0.8,0,8,0,19.2,27.7,0.308,2.02,14.67,0,0,0.101
2,2,7,0,0,127.39,33.4,69,29.8,50.0,0.5,3,43,0,0.0,26.8,1.0,7.72,92.08,3,1,0.889
10,6,7,1,1,65.04,30.6,94,29.9,2027.0,0.42,3,43,0,0.0,26.5,1.0,2.59,89.0,3,1,0.801
1,4,2,0,0,2.79,26.8,84,16.0,9858.0,0.78,0,5,0,17.8,22.4,0.206,3.62,11.0,0,0,0.123
0,5,8,1,0,13.94,30.3,98,19.2,8674.0,0.65,0,1,0,21.2,19.9,0.069,13.12,28.34,0,0,0.243
20,0,11,0,1,63.22,22.1,104,29.6,2039.0,0.9,2,25,0,4.7,20.2,0.769,1.69,99.11,3,1,0.788
18,6,10,1,1,24.21,29.5,75,14.7,6923.0,0.78,0,7,0,12.7,20.4,0.377,2.45,67.79,2,0,0.552
9,1,4,0,1,2.72,34.2,131,9.0,9662.0,0.9,2,28,0,15.4,24.5,0.37,13.82,47.24,1,0,0.492
5,0,11,0,0,72.72,26.5,140,14.6,50.0,0.44,3,38,0,0.0,28.0,1.0,1.96,100.0,3,1,0.863
2,3,6,0,0,46.44,32.9,106,20.5,4122.0,0.85,1,12,0,12.4,26.1,0.525,3.65,75.82,2,1,0.722
21,0,12,0,0,31.65,25.4,137,16.4,6325.0,0.6,0,6,0,18.3,21.1,0.132,12.36,45.52,1,0,0.464
16,3,2,0,0,0.89,26.5,72,1.2,10000.0,0.48,0,1,0,17.3,32.3,0.465,1.78,6.91,0,0,0.104
7,4,7,0,1,36.16,33.0,42,29.0,5026.0,0.58,1,21,0,21.6,22.4,0.038,6.74,58.28,1,1,0.547
17,2,8,0,1,26.72,32.1,101,11.9,7149.0,0.55,1,15,0,8.9,23.6,0.623,10.23,53.99,1,0,0.58
23,5,4,1,0,6.26,32.7,154,9.9,9149.0,0.75,0,1,0,34.3,29.3,0.169,3.63,31.9,0,0,0.255
19,5,10,1,1,62.31,30.5,110,12.6,3114.0,0.4,2,26,0,0.0,22.9,1.0,1.79,100.0,3,1,0.895
12,1,9,0,1,39.16,31.2,97,16.8,4881.0,0.9,2,28,0,8.7,23.7,0.631,0.73,86.87,3,1,0.768
19,1,1,0,1,1.06,28.1,98,1.7,10000.0,0.5,1,19,0,30.1,29.0,0.037,0.71,22.34,0,0,0.216
18,1,8,0,1,40.14,30.1,65,40.3,5568.0,0.82,3,38,0,8.7,20.7,0.582,1.21,95.88,3,1,0.773
4,6,7,1,0,10.3,32.4,58,2.5,8753.0,0.68,0,9,0,29.4,19.3,0.524,2.59,38.99,0,0,0.309
21,3,4,0,0,1.0,38.1,87,4.8,9871.0,0.85,0,8,0,22.3,22.4,0.003,1.08,23.46,0,0,0.201
20,1,12,0,1,48.17,24.7,144,16.0,4170.0,0.58,2,24,0,16.2,22.4,0.276,8.19,84.17,3,1,0.766
15,4,11,0,0,0.0,27.6,99,21.4,10000.0,0.65,0,1,0,15.4,22.2,0.307,2.85,24.17,0,0,0.253
13,0,5,0,1,8.6,40.1,76,10.7,8824.0,0.7,1,16,0,18.4,21.1,0.129,5.3,55.57,1,0,0.419
8,3,8,0,1,40.62,32.6,84,35.0,4501.0,0.78,3,43,0,0.0,27.1,1.0,10.26,93.57,3,1,0.777
19,5,5,1,1,1.37,38.8,117,6.9,9623.0,0.8,1,12,0,17.8,21.7,0.179,4.7,44.83,1,0,0.351
12,5,10,1,1,0.0,30.8,48,11.4,9914.0,0.5,1,20,0,21.6,13.7,0.575,9.18,38.15,0,0,0.321
15,2,12,0,0,20.84,24.5,50,26.9,8800.0,0.78,0,7,0,16.2,23.3,0.303,6.68,51.69,1,0,0.51
7,2,6,0,1,54.5,32.3,123,16.6,3374.0,0.7,3,37,0,0.0,20.5,1.0,3.43,90.16,3,1,0.734
7,5,11,1,1,97.76,27.1,78,32.5,50.0,0.7,3,37,0,0.0,24.6,1.0,7.29,95.28,3,1,0.76
23,2,7,0,0,41.33,32.6,40,8.6,5136.0,0.42,1,15,0,14.3,24.1,0.406,0.59,49.28,1,1,0.522
13,6,6,1,1,68.0,35.9,69,16.3,1162.0,0.7,3,37,0,1.9,21.6,0.913,3.17,94.53,3,1,0.765
19,6,12,1,1,32.7,24.4,112,13.3,6162.0,0.8,0,4,0,8.5,24.3,0.65,1.01,65.24,2,0,0.519
19,0,7,0,1,0.0,35.0,59,1.1,10000.0,0.55,1,21,0,26.4,21.1,0.253,9.58,29.32,0,0,0.269
23,0,7,0,0,61.27,31.3,36,13.7,2053.0,0.72,1,13,0,0.0,21.3,1.0,10.61,71.29,2,1,0.621
23,5,9,1,0,47.9,30.1,56,10.6,4039.0,0.42,0,7,0,26.5,27.7,0.044,3.47,46.29,1,1,0.361
12,5,5,1,1,10.19,35.0,137,4.7,9156.0,0.8,1,18,0,15.4,16.8,0.083,13.42,48.77,1,0,0.429
22,1,5,0,0,1.91,42.3,157,30.6,9479.0,0.42,0,3,0,28.4,23.9,0.19,2.19,26.87,0,0,0.246
10,0,12,0,1,34.2,24.9,99,21.3,5652.0,0.75,2,31,0,11.8,20.8,0.436,1.61,77.6,2,0,0.683
15,1,9,0,0,9.55,34.3,85,9.8,8992.0,0.44,0,1,0,29.8,27.5,0.086,3.78,17.51,0,0,0.198
19,6,11,1,1,22.85,30.0,154,13.7,7564.0,0.72,1,13,0,12.2,29.9,0.592,0.48,92.93,3,0,0.826
21,4,5,0,0,0.0,37.6,199,20.9,10000.0,0.8,0,0,0,15.9,26.0,0.39,0.93,22.05,0,0,0.148
13,0,8,0,1,35.49,33.0,97,35.0,5596.0,0.55,3,37,0,16.4,27.4,0.402,4.18,70.39,2,1,0.66
11,4,12,0,0,32.73,27.5,80,26.4,5662.0,0.72,1,13,0,16.0,26.5,0.395,4.19,57.82,1,0,0.534
18,2,5,0,1,27.01,39.5,82,5.9,6581.0,0.9,2,28,0,16.5,20.7,0.205,11.59,87.64,3,0,0.826
12,4,3,0,1,2.12,30.6,91,0.8,8538.0,0.4,1,15,0,32.5,19.1,0.703,1.33,21.5,0,0,0.076
17,6,7,1,1,0.0,33.2,91,0.6,10000.0,0.7,1,21,0,17.2,20.6,0.162,0.86,26.7,0,0,0.146
19,2,6,0,1,31.6,39.1,69,10.5,6145.0,0.85,1,19,0,8.1,25.5,0.683,0.44,72.79,2,0,0.635
19,6,3,1,1,0.0,30.5,84,3.8,10000.0,0.4,1,21,0,18.0,27.3,0.34,0.29,20.03,0,0,0.152
8,1,11,0,1,69.81,27.2,121,24.9,1612.0,0.82,3,44,0,2.9,27.0,0.893,3.73,94.74,3,1,0.792
15,6,12,1,0,24.63,25.2,103,24.5,7672.0,0.9,0,1,0,14.4,16.8,0.144,3.56,55.51,1,0,0.534
1,6,8,1,0,42.95,30.8,69,53.8,4505.0,0.8,0,1,0,0.0,21.6,1.0,0.97,61.65,2,1,0.539
19,3,10,0,1,128.75,29.9,76,34.1,50.0,0.6,3,36,0,0.0,22.2,1.0,0.78,99.5,3,1,0.903
6,4,11,0,0,77.96,22.7,113,22.0,480.0,0.55,3,40,0,0.0,26.2,1.0,2.69,100.0,3,1,0.791
20,5,10,1,1,24.86,31.4,73,31.5,6989.0,0.8,2,24,0,12.5,28.2,0.555,0.58,96.01,3,0,0.783
11,5,1,1,0,2.04,23.4,85,10.4,8427.0,0.55,0,9,0,15.9,24.1,0.342,0.24,7.18,0,0,0.042
7,3,3,0,1,0.25,29.7,73,1.7,9892.0,0.75,1,13,0,6.0,19.4,0.69,1.55,29.43,0,0,0.273
19,3,2,0,1,0.0,28.2,79,18.8,10000.0,0.48,2,27,0,18.4,16.3,0.128,14.02,28.81,0,0,0.264
7,1,1,0,1,6.55,25.2,92,3.8,9416.0,0.78,2,32,0,5.6,15.1,0.631,0.5,49.97,1,0,0.382
11,5,5,1,0,24.5,38.9,100,16.3,8551.0,0.58,0,3,0,17.1,12.7,0.346,0.2,47.16,1,0,0.471
14,2,6,0,1,34.61,37.1,87,14.6,5868.0,0.58,1,21,0,16.8,27.3,0.385,1.15,53.72,1,0,0.476
10,0,4,0,1,23.65,30.0,31,11.6,6617.0,0.7,1,12,0,22.1,20.6,0.073,0.2,49.06,1,0,0.458
7,6,2,1,1,0.3,27.9,82,20.1,10000.0,0.82,0,5,0,31.5,21.0,0.497,4.92,15.24,0,0,0.143
11,1,8,0,0,57.26,31.2,79,15.7,2824.0,0.78,2,25,0,3.7,13.4,0.726,13.75,78.68,2,1,0.647
6,5,5,1,0,14.17,39.9,113,23.2,8388.0,0.65,0,4,0,21.9,19.8,0.11,0.2,42.43,1,0,0.407
18,3,10,0,1,94.84,32.7,118,22.7,50.0,0.68,3,44,0,0.0,18.8,1.0,6.68,100.0,3,1,0.805
7,0,1,0,1,7.77,26.6,117,4.9,8694.0,0.85,1,15,0,25.4,18.0,0.413,1.34,35.21,0,0,0.286
13,0,11,0,1,55.42,22.9,27,16.3,2788.0,0.7,2,27,0,7.2,18.7,0.616,8.04,100.0,3,1,0.792
14,6,12,1,1,30.07,26.2,103,11.4,6297.0,0.72,1,17,0,3.3,23.2,0.858,0.28,67.72,2,0,0.584
21,2,10,0,0,130.84,26.3,106,27.5,50.0,0.7,2,29,0,0.0,25.1,1.0,10.27,100.0,3,1,0.837
3,3,10,0,0,22.34,28.8,69,15.2,7953.0,0.9,0,7,0,13.5,25.1,0.462,1.51,71.41,2,0,0.672
21,6,12,1,0,51.98,27.9,89,16.2,4576.0,0.78,1,12,0,11.5,25.4,0.546,2.92,81.72,3,1,0.616
7,1,4,0,1,3.94,29.9,97,1.4,9339.0,0.72,2,25,0,14.9,27.8,0.466,3.49,39.31,0,0,0.327
19,2,12,0,1,20.69,27.0,97,11.5,7652.0,0.6,2,26,0,0.0,17.4,1.0,3.37,79.14,2,0,0.64
4,1,10,0,0,15.98,30.5,59,18.9,8168.0,0.48,0,1,0,3.5,20.9,0.831,2.04,62.88,2,0,0.516
23,4,10,0,0,22.57,27.3,111,8.3,7657.0,0.44,0,4,0,20.2,22.3,0.096,1.36,50.63,1,0,0.429
19,3,6,0,1,30.86,29.7,51,8.6,5886.0,0.58,2,24,0,6.7,27.7,0.758,2.74,67.43,2,0,0.516
3,6,8,1,0,16.61,32.9,81,22.5,8716.0,0.8,0,3,0,20.2,20.1,0.008,0.2,37.28,0,0,0.259
7,6,9,1,1,32.3,30.0,76,10.7,5837.0,0.4,1,20,0,15.9,22.3,0.286,11.26,48.17,1,0,0.356
14,5,9,1,1,32.15,30.9,121,40.5,6715.0,0.44,1,14,0,17.6,20.8,0.15,1.6,53.68,1,0,0.408
13,3,10,0,1,66.32,30.4,147,34.8,2173.0,0.5,3,40,0,4.5,26.5,0.832,1.01,96.97,3,1,0.866
16,2,2,0,0,0.0,29.5,87,8.7,9821.0,0.48,0,7,0,20.6,22.5,0.084,3.28,8.12,0,0,0.113
12,5,6,1,1,9.36,33.4,51,31.1,8981.0,0.4,0,9,0,15.3,22.2,0.309,1.21,22.2,0,0,0.179
18,1,7,0,1,63.17,33.0,80,26.2,2215.0,0.9,3,42,0,9.5,17.0,0.442,1.61,85.4,3,1,0.723
10,0,5,0,1,6.08,36.4,155,21.1,9452.0,0.44,1,20,0,11.0,23.4,0.53,3.55,53.26,1,0,0.463
7,2,3,0,1,1.05,31.9,82,14.4,10000.0,0.5,2,32,0,29.2,22.8,0.283,10.6,30.13,0,0,0.275
1,3,3,0,0,2.55,32.8,81,14.6,9944.0,0.42,0,8,0,32.5,20.7,0.574,1.81,17.93,0,0,0.243
9,5,6,1,1,38.99,36.8,78,11.7,4737.0,0.55,2,25,0,4.1,24.3,0.832,2.93,80.6,3,1,0.717
11,3,7,0,0,38.81,33.5,52,23.2,5652.0,0.82,1,21,0,10.8,24.1,0.553,0.59,63.84,2,1,0.585
17,6,2,1,1,6.2,26.5,91,1.3,9782.0,0.5,1,16,0,27.6,22.3,0.241,2.91,23.91,0,0,0.174
19,0,12,0,1,8.09,25.2,81,32.1,8798.0,0.44,1,17,0,13.7,20.3,0.324,2.38,45.24,1,0,0.373
8,6,10,1,1,12.71,32.1,88,19.0,8851.0,0.68,0,3,0,24.0,18.4,0.305,0.24,40.18,1,0,0.383
13,1,10,0,1,55.67,29.4,165,18.4,3021.0,0.5,2,33,0,14.4,13.5,0.066,4.03,95.94,3,1,0.877
8,3,3,0,1,0.56,32.0,115,16.5,9451.0,0.78,1,16,0,27.4,26.7,0.027,5.9,30.64,0,0,0.245
22,2,8,0,0,50.74,32.5,61,20.7,3249.0,0.72,1,21,0,17.5,26.2,0.331,1.87,63.06,2,1,0.57
16,1,8,0,0,14.11,32.3,76,13.4,8348.0,0.8,0,5,0,18.5,17.5,0.055,2.12,33.16,0,0,0.241
17,1,12,0,1,0.0,24.9,91,18.0,10000.0,0.4,1,13,0,23.4,22.9,0.023,3.81,30.33,0,0,0.256
14,3,10,0,1,95.77,28.3,84,49.0,50.0,0.44,3,42,0,0.0,25.1,1.0,13.77,100.0,3,1,0.918
8,4,8,0,1,57.96,32.2,78,12.9,3152.0,0.6,3,36,0,5.9,25.4,0.77,4.89,85.55,3,1,0.669
7,2,11,0,1,99.24,23.7,131,22.9,50.0,0.8,3,39,0,0.0,19.1,1.0,7.54,100.0,3,1,0.831
17,3,3,0,1,0.0,31.3,67,1.5,9637.0,0.68,0,8,0,15.3,17.7,0.134,2.84,21.06,0,0,0.158
21,2,1,0,0,1.47,24.6,103,11.9,9745.0,0.55,1,21,0,20.9,14.5,0.444,0.2,13.11,0,0,0.213
7,3,9,0,1,21.97,32.4,108,16.8,7907.0,0.42,1,16,0,13.5,20.7,0.35,5.33,48.95,1,0,0.412
15,5,2,1,0,5.19,30.2,116,4.1,9804.0,0.65,0,8,0,23.5,25.7,0.085,6.13,22.63,0,0,0.154
13,4,2,0,1,0.0,31.9,117,8.8,10000.0,0.72,1,15,0,15.7,18.6,0.155,2.46,18.81,0,0,0.168
16,1,10,0,0,89.78,34.4,98,24.9,50.0,0.82,2,29,1,0.0,26.5,1.0,20.0,100.0,3,1,0.895
15,4,5,0,0,0.0,39.8,90,0.4,9839.0,0.78,0,8,0,23.0,14.8,0.546,3.83,28.73,0,0,0.246
8,2,9,0,1,28.23,29.7,82,12.4,6956.0,0.82,1,14,0,21.3,21.0,0.015,1.84,60.36,2,0,0.521
17,1,12,0,1,56.47,26.7,108,16.5,2921.0,0.78,2,24,0,11.4,18.3,0.377,8.11,97.89,3,1,0.851
8,5,5,1,1,24.22,33.7,119,8.6,6464.0,0.58,0,2,0,31.7,26.4,0.202,5.71,48.27,1,0,0.407
16,3,4,0,0,6.46,36.5,99,8.9,9095.0,0.7,0,3,0,28.8,24.7,0.164,0.89,28.75,0,0,0.264
9,5,2,1,1,0.0,25.4,76,11.4,10000.0,0.85,0,5,0,24.2,17.5,0.384,1.17,22.03,0,0,0.295
4,6,3,1,0,0.1,33.1,62,2.9,10000.0,0.44,0,9,0,18.6,29.0,0.36,7.5,12.96,0,0,0.0
6,6,2,1,0,0.0,30.1,79,3.5,10000.0,0.82,0,2,0,16.4,21.6,0.243,3.9,12.8,0,0,0.133
19,4,2,0,1,0.32,25.5,65,4.8,10000.0,0.55,1,21,0,9.1,24.2,0.623,0.2,27.32,0,0,0.211
5,4,7,0,0,70.4,33.1,30,16.0,1952.0,0.42,3,39,0,0.0,22.8,1.0,2.91,88.5,3,1,0.743
9,3,5,0,1,2.36,34.1,125,8.0,9797.0,0.75,2,28,0,9.9,21.7,0.545,0.4,53.15,1,0,0.498
9,3,10,0,1,122.21,26.1,74,24.7,50.0,0.85,3,37,0,0.0,19.9,1.0,0.47,95.15,3,1,0.76
2,6,11,1,0,17.44,27.5,62,13.5,7459.0,0.7,0,0,0,21.6,18.7,0.152,2.3,63.07,2,0,0.6
15,5,10,1,0,87.54,32.3,93,18.5,50.0,0.85,2,27,0,0.0,21.7,1.0,8.26,100.0,3,1,0.798
19,6,8,1,1,18.11,30.7,73,49.5,7863.0,0.75,1,13,0,21.2,17.2,0.234,3.43,56.05,1,0,0.483
23,4,2,0,0,1.3,31.5,76,23.7,9945.0,0.9,1,14,0,9.5,16.7,0.427,6.04,26.84,0,0,0.15
21,2,10,0,0,29.91,30.3,58,6.5,6257.0,0.5,1,19,0,15.4,15.4,0.003,1.13,59.79,1,0,0.532
2,4,6,0,0,93.77,36.0,136,22.4,50.0,0.9,2,26,0,0.0,25.5,1.0,7.94,100.0,3,1,0.9
8,6,2,1,1,1.54,24.7,90,21.7,9585.0,0.44,1,15,0,4.5,22.0,0.796,6.25,26.65,0,0,0.322
11,4,11,0,0,14.42,24.3,132,57.0,8467.0,0.5,1,20,0,18.7,16.1,0.164,8.37,67.88,2,0,0.683
20,6,5,1,1,0.0,38.4,135,22.1,9670.0,0.68,1,17,0,18.3,20.1,0.092,1.91,36.91,0,0,0.268
10,2,4,0,1,0.0,31.1,147,5.9,9971.0,0.72,2,32,0,24.4,21.3,0.145,0.4,37.07,0,0,0.294
14,3,11,0,1,97.72,25.1,130,31.2,50.0,0.72,3,36,0,0.4,22.5,0.983,6.12,97.51,3,1,0.804
17,2,11,0,1,51.42,26.0,125,37.5,4354.0,0.82,2,32,0,3.9,22.0,0.822,2.17,99.89,3,1,0.816
9,6,5,1,1,13.85,34.6,184,14.0,8005.0,0.44,0,2,0,28.0,26.4,0.063,1.2,26.44,0,0,0.269
15,5,6,1,0,60.64,35.2,85,20.9,3065.0,0.8,0,3,0,13.0,21.9,0.406,0.65,58.39,1,1,0.482
2,2,8,0,0,5.65,31.0,60,13.1,9315.0,0.4,0,2,0,12.8,19.5,0.341,3.44,17.71,0,0,0.066
13,6,10,1,1,109.06,30.6,73,25.3,50.0,0.42,3,38,0,0.0,26.8,1.0,8.88,100.0,3,1,0.752
10,1,2,0,1,0.0,28.5,81,17.0,9554.0,0.6,1,21,0,22.9,18.7,0.226,1.14,23.31,0,0,0.18
10,4,8,0,1,73.26,31.2,71,49.4,1006.0,0.58,3,38,0,0.0,18.9,1.0,1.08,99.31,3,1,0.924
8,2,12,0,1,22.59,28.3,105,29.8,6970.0,0.8,1,15,0,18.7,21.6,0.135,10.0,69.33,2,0,0.467
19,6,5,1,1,34.73,39.5,101,21.0,4588.0,0.42,1,15,0,16.0,23.3,0.316,4.98,55.82,1,0,0.498
20,6,11,1,1,49.66,26.3,115,10.7,5291.0,0.42,2,29,0,4.4,26.0,0.829,7.09,97.04,3,1,0.73
20,0,12,0,1,13.43,22.3,86,3.0,9148.0,0.4,1,16,0,19.5,18.7,0.039,1.14,48.16,1,0,0.331
11,4,5,0,0,17.61,37.5,173,26.1,7916.0,0.44,0,9,0,33.1,19.2,0.727,2.3,38.35,0,0,0.379
8,0,10,0,1,25.51,30.2,79,5.2,6738.0,0.9,1,12,0,16.2,17.6,0.08,8.03,88.19,3,0,0.719
4,0,4,0,0,0.0,36.5,99,24.4,10000.0,0.8,0,7,0,30.3,17.7,0.713,8.73,23.93,0,0,0.178
17,2,10,0,1,87.49,27.9,176,23.3,50.0,0.72,3,39,0,4.8,18.4,0.741,1.32,100.0,3,1,0.839
9,0,10,0,1,95.94,29.2,80,31.0,50.0,0.72,3,41,0,0.0,19.1,1.0,8.68,100.0,3,1,0.861
8,3,4,0,1,15.93,36.8,66,10.4,7961.0,0.48,2,29,0,3.0,14.8,0.797,2.39,62.05,2,0,0.557
10,4,10,0,1,80.65,28.3,103,18.4,174.0,0.48,3,37,0,0.0,26.2,1.0,3.42,99.24,3,1,0.879
14,0,11,0,1,44.91,25.4,137,19.6,4821.0,0.7,2,25,0,1.7,21.9,0.923,0.41,100.0,3,1,0.819
7,2,6,0,1,37.94,37.3,70,8.9,5405.0,0.42,2,32,0,16.8,22.8,0.261,5.87,73.59,2,1,0.618
22,1,3,0,0,0.0,31.8,91,1.4,9404.0,0.68,0,8,0,28.5,20.1,0.417,7.1,15.17,0,0,0.132
18,2,2,0,1,4.88,27.4,97,4.1,9835.0,0.4,2,33,0,15.0,25.7,0.417,0.98,24.05,0,0,0.219
2,3,8,0,0,55.55,32.7,68,12.4,3072.0,0.68,1,15,0,7.2,26.9,0.734,4.86,71.31,2,1,0.562
9,1,12,0,1,37.6,24.0,103,26.3,4956.0,0.4,1,12,0,7.9,23.0,0.659,1.67,78.53,2,1,0.619
2,3,11,0,0,94.05,26.9,144,57.2,50.0,0.78,3,38,0,0.0,30.8,1.0,5.53,99.46,3,1,0.901
8,1,7,0,1,36.36,32.2,76,21.1,5978.0,0.5,3,39,0,4.1,21.6,0.809,1.29,82.15,3,1,0.677
9,1,8,0,1,89.61,32.6,77,44.8,50.0,0.8,3,38,0,0.0,13.7,1.0,2.9,96.3,3,1,0.782
18,1,5,0,1,11.13,37.9,122,14.4,8963.0,0.65,2,28,0,5.4,23.7,0.772,5.25,58.62,1,0,0.542
18,0,3,0,1,4.21,27.5,96,39.7,10000.0,0.65,1,15,0,16.1,29.9,0.462,0.99,22.74,0,0,0.162
2,4,7,0,0,38.92,34.4,67,15.2,6129.0,0.58,1,12,0,1.1,22.6,0.949,13.06,64.65,2,1,0.52
15,3,7,0,0,120.27,33.7,146,39.0,50.0,0.48,2,28,0,0.0,22.4,1.0,8.5,82.14,3,1,0.669
22,1,8,0,0,52.18,32.6,59,26.7,3109.0,0.5,0,0,0,12.9,24.2,0.465,20.0,48.91,1,1,0.424
16,0,12,0,0,15.29,26.7,63,9.4,8333.0,0.82,1,13,0,16.9,22.2,0.237,4.8,62.35,2,0,0.435
22,2,8,0,0,14.98,33.4,84,11.2,8524.0,0.4,1,20,0,20.1,22.3,0.1,5.51,31.3,0,0,0.391
10,6,8,1,1,69.83,32.4,90,23.9,970.0,0.75,3,45,0,0.0,29.5,1.0,0.47,91.32,3,1,0.781
12,4,3,0,1,0.98,28.3,88,14.1,10000.0,0.7,2,30,0,6.7,24.7,0.73,3.02,41.54,1,0,0.38
13,2,12,0,1,0.0,26.2,71,19.7,9659.0,0.85,2,30,0,13.9,25.1,0.447,4.08,47.48,1,0,0.395
21,1,10,0,0,43.61,28.5,74,16.8,5278.0,0.4,2,29,0,1.5,20.3,0.926,0.2,97.17,3,1,0.755
10,1,11,0,1,61.13,25.9,31,15.3,2737.0,0.82,3,36,0,7.2,23.2,0.691,4.51,100.0,3,1,0.802
23,0,6,0,0,15.1,38.6,28,64.3,9052.0,0.48,0,2,0,13.5,19.7,0.315,2.73,61.7,2,0,0.53
14,3,7,0,1,90.39,35.0,50,21.7,50.0,0.85,3,42,1,0.0,19.4,1.0,6.98,93.08,3,1,0.793
8,1,8,0,1,25.91,32.6,89,6.7,6585.0,0.7,2,27,0,6.2,21.5,0.709,1.14,63.48,2,0,0.448
5,1,4,0,0,0.84,32.1,86,8.5,10000.0,0.44,0,8,0,22.7,24.2,0.064,1.01,17.94,0,0,0.121
7,3,9,0,1,22.38,34.1,113,20.3,7618.0,0.9,2,33,0,14.5,16.5,0.116,3.07,69.84,2,0,0.545
1,0,11,0,0,95.87,23.1,91,34.9,50.0,0.9,2,26,0,0.0,23.9,1.0,1.87,99.52,3,1,0.898
17,4,3,0,1,1.3,30.5,104,24.3,9889.0,0.78,2,24,0,12.8,21.4,0.4,8.56,30.37,0,0,0.202
13,1,2,0,1,6.73,28.6,110,9.4,8674.0,0.82,2,31,0,15.2,14.5,0.053,3.53,39.15,0,0,0.373
18,2,10,0,1,65.18,26.2,107,16.1,1548.0,0.9,3,37,0,0.0,22.1,1.0,1.92,99.35,3,1,0.879
18,4,5,0,1,32.93,36.3,45,12.2,5988.0,0.58,2,33,0,10.4,23.0,0.546,18.89,68.85,2,0,0.651
21,4,9,0,0,37.43,29.9,60,9.4,5012.0,0.58,1,13,0,14.4,26.6,0.459,1.93,60.64,2,1,0.507
5,4,9,0,0,20.52,32.6,86,8.1,6156.0,0.48,0,4,0,17.3,21.4,0.192,10.72,42.16,1,0,0.367
7,0,5,0,1,18.02,38.2,99,28.6,8292.0,0.7,1,16,0,25.3,19.2,0.322,2.15,71.28,2,0,0.611
14,2,11,0,1,86.37,27.0,82,22.5,50.0,0.8,3,41,0,0.0,24.2,1.0,8.05,99.2,3,1,0.853
6,6,8,1,0,58.95,31.5,91,16.6,3356.0,0.6,0,1,0,9.5,15.6,0.389,4.83,46.37,1,1,0.245
4,3,11,0,0,42.91,27.9,128,10.9,4806.0,0.58,1,19,0,17.2,22.9,0.248,1.46,84.88,3,1,0.703
17,0,10,0,1,48.0,31.2,163,25.5,3838.0,0.85,2,33,0,3.6,25.8,0.862,0.2,98.07,3,1,0.885
18,0,11,0,1,49.1,26.6,57,14.0,3395.0,0.75,2,25,0,12.8,14.3,0.1,12.65,96.61,3,1,0.889
19,1,1,0,1,6.51,27.7,85,10.0,9418.0,0.65,1,16,0,8.8,24.8,0.646,8.79,43.29,1,0,0.419
21,4,4,0,0,21.78,36.8,130,7.6,7480.0,0.7,0,0,0,12.1,20.7,0.413,4.98,40.94,1,0,0.376
12,4,2,0,1,0.27,27.2,84,17.6,10000.0,0.4,1,14,0,13.5,20.8,0.35,2.2,20.42,0,0,0.126
